capacity_mw,latitude,longitude,primary_fuel,generation_gwh_2016,State
4,37.5486,-75.7908,Oil,0.215,VA
1664.4,42.7756,-82.495,Coal,6866.688953,MI
4.8,40.4108,-83.7179,Waste,34.106,OH
14.3,39.8328,-97.632,Oil,0.177,KS
42,39.1192,-81.7375,Hydro,282.329,WV
8.6,42.25,-90.4167,Oil,0.012,IA
1.6,45.1122,-123.2347,Solar,1.722,OR
386.1,42.0925,-71.4833,Gas,654.439994,MA
3,42.075,-71.7031,Solar,4.557,MA
330,37.4964,-77.4317,Gas,0,VA
40.8,43.1375,-72.4464,Hydro,183.361,NH
3.8,39.72,-86.1931,Solar,6.373,IN
19.3,39.4578,-98.1122,Oil,0.523,KS
312.4,61.1861,-151.0356,Gas,84.421,AK
4,35.47,-81.5083,Solar,7.893,NC
110,44.0872,-103.261,Gas,6.314,SD
1.1,44.0623,-121.3133,Hydro,1.958,OR
1.4,40.8256,-74.7147,Solar,2.157,NJ
16.2,30.8889,-88.8054,Gas,0,MS
21,43.0536,-115.4803,Wind,44.697,ID
172.8,43.1472,-115.6666,Gas,103.24,ID
36,43.5317,-75.9531,Hydro,85.659,NY
9,45.3144,-95.6028,Oil,0.077,MN
62.5,45.3224,-95.6295,Waste,344.064,MN
201.3,43.7246,-93.4504,Wind,574.69,MN
5,36.42,-77.1003,Solar,0.001,NC
130.5,40.695,-87.4886,Wind,247.125,IN
4.2,44.5802,-69.5545,Hydro,12.51,ME
5,44.7662,-93.8579,Solar,0,MN
20.6,40.5547,-116.6175,Geothermal,104.584,NV
1400.8,40.8375,-74.0244,Gas,4870.126997,NJ
1.2,38.5108,-122.4797,Solar,1.629,CA
3.2,33.1211,-80.0294,Waste,4.2,SC
3,41.8239,-71.0414,Solar,5.252,MA
1.8,42.1144,-73.4053,Solar,2.513,MA
289,42.0476,-72.6478,Gas,822.149,MA
15,42.5867,-73.275,Wind,47.01708,MA
9,38.3278,-75.2172,Oil,0.188,MD
41.8,44.251,-72.6027,Oil,0,VT
30.3,44.3889,-71.1645,Hydro,153.299,NH
2.4,43.9603,-88.9158,Waste,20.408,WI
3.7,40.7027,-74.5816,Solar,0.871,NJ
1.1,35.8499,-81.5409,Solar,2.041,NC
76.7,60.6935,-151.3874,Gas,0.012,AK
7.2,41.9439,-86.3289,Hydro,36.075,MI
38.7,35.093,-119.4436,Gas,310.119,CA
17.6,35.0898,-119.4409,Gas,135.146,CA
42.8,34.3841,-118.4949,Gas,304.058,CA
10.1,40.6983,-75.1519,Solar,16.159,NJ
3,37.6392,-113.6458,Solar,5.951,UT
12.6,60.7897,-161.7878,Oil,41.02,
5,35.7947,-77.3811,Solar,9.267,NC
5,35.75,-77.385,Solar,6.366,NC
1.7,42.539,-73.8243,Solar,0.963,NY
1,42.539,-73.8243,Solar,1.329,NY
893.1,42.5942,-73.7638,Gas,0,NY
1153,40.6175,-75.3147,Gas,5343.008945,PA
5.5,40.6216,-75.3102,Waste,8.829,PA
240,40.7469,-73.4994,Gas,789.72,NY
2,34.9,-77.78,Solar,3.276,NC
2,42.59,-70.9119,Solar,3.522,MA
3,36.5406,-87.5444,Waste,11.226,TN
1.8,40.8014,-121.4481,Hydro,10.103,CA
1903.5,27.7944,-82.4036,Coal,0,FL
494.1,44.0384,-99.4463,Hydro,726.338,SD
36,43.6122,-94.1919,Wind,127.057,MN
1186.8,31.8206,-96.0544,Coal,6273.921039,TX
492.8,30.6739,-91.3556,Gas,0,LA
1902.9,30.7261,-91.3692,Coal,6405.843936,LA
18,44.7514,-122.2832,Hydro,68.8,OR
88.4,37.2042,-119.2396,Hydro,282.18,CA
66.6,37.2,-119.3069,Hydro,332.639,CA
110,37.2001,-119.3068,Hydro,359.244,CA
174.5,37.1485,-119.3866,Hydro,763.372,CA
100,37.139,-119.4898,Hydro,378.638,CA
75,37.2096,-119.3289,Hydro,212.772,CA
5,40.6467,-123.498,Hydro,10.436,CA
7.7,45.4917,-91.0469,Hydro,52.712,WI
4.1,48.0592,-114.0708,Hydro,29.483,MT
50,45.9192,-120.3039,Wind,123.028,WA
199,45.8877,-120.2896,Wind,502.92,WA
3.2,37.1428,-118.3241,Hydro,1.484,CA
4.4,45.7883,-88.0415,Hydro,-0.046,MI
16,45.7881,-88.0408,Hydro,113.517,MI
8,42.7527,-108.1697,Gas,24.806,WY
280.5,38.1707,-82.6176,Gas,0,WV
353.4,38.3441,-82.5938,Gas,114.396,KY
1.6,42.8656,-114.7914,Biomass,8.692,ID
240,41.5992,-89.4561,Wind,522.333,IL
34.3,32.2075,-101.3883,Wind,69.842,TX
451,45.3037,-96.5101,Coal,0,SD
4.5,40.421,-105.2238,Hydro,5.722,CO
1.7,45.655,-119.4647,Wind,3.899,OR
49.4,43.8508,-82.7825,Wind,79.391,MI
449.7,45.6537,-120.6034,Wind,1058.132,OR
1.5,35.5612,-82.5884,Solar,0,NC
186,45.1033,-69.7619,Wind,76.573,ME
47.7,42.1072,-75.9278,Gas,0,NY
6,40.7656,-86.8797,Biomass,25.902,IN
2.2,33.907,-118.0131,Gas,12.885,CA
40,42.4361,-122.85,Waste,155.355,OR
10.3,21.9653,-159.4606,Waste,51.308,HI
1,46.7331,-117.1583,Oil,0,WA
2.6,44.0274,-112.7194,Hydro,11.317,ID
258.3,38.2667,-77.3147,Coal,442.612999,VA
4,39.7581,-101.5319,Oil,0,KS
5.6,44.4306,-89.7808,Hydro,35.549,WI
61.6,44.43,-89.78,Coal,203.636001,WI
5,35.3839,-79.7703,Solar,9.639,NC
7.3,37.2736,-118.5733,Hydro,24.861,CA
8.4,37.302,-118.532,Hydro,22.88,CA
8.2,37.323,-118.5017,Hydro,23.688,CA
4.5,37.3344,-118.4797,Hydro,10.842,CA
1.6,37.3499,-118.4628,Hydro,8.024,CA
200,41.2153,-90.1208,Wind,601.09,IL
81,41.2325,-90.1742,Wind,282.278,IL
105,46.98,-101.5547,Wind,328.831,ND
105,46.98,-101.5547,Wind,326.999,ND
205,46.98,-101.5547,Wind,832.159,ND
81.8,46.98,-101.5547,Wind,268.839,ND
30,40.8638,-105.0111,Solar,11.305,CO
2,43.9844,-96.2194,Wind,0.385,MN
5.2,35.5494,-78.1799,Solar,9.173,NC
4.5,55.4765,-133.1477,Hydro,20.763,AK
6.1,39.8149,-122.3323,Hydro,9.463,CA
10.2,43.9305,-116.4372,Hydro,62.559,ID
2,42.175,-120.3626,Solar,4.021,OR
3.7,47.5345,-121.7026,Hydro,12.276,WA
324.8,44.8108,-93.2501,Gas,1143.982,MN
24,47.5213,-111.2614,Hydro,118.288,MT
243.9,35.6957,-101.36,Gas,1593.87901,TX
121,35.0361,-114.1594,Gas,56.868,AZ
9,35.0227,-114.1627,Solar,20.652,AZ
4,37.2319,-92.4539,Waste,11.244,MO
78,45.6608,-95.0128,Wind,25.032,MN
6,44.0001,-75.8132,Hydro,23.186,NY
5.7,43.5912,-75.3442,Hydro,8.278,NY
2.5,40.3622,-74.4797,Solar,3.789,NJ
2.9,35.6067,-81.3006,Waste,16.623,NC
8,33.9328,-117.855,Gas,28.518,CA
200,41.1406,-88.53,Wind,489.941,IL
102,41.1508,-88.6233,Wind,263.021,IL
1.6,42.0145,-71.5444,Hydro,2.128,RI
5,34.535,-78.8131,Solar,9.014,NC
4.8,34.5478,-78.8177,Solar,9.359,NC
15,44.5065,-74.7534,Hydro,51.528,NY
75,34.571,-93.1944,Hydro,223.819,AR
18,45.8614,-94.3592,Hydro,114.265,MN
1000,42.4423,-74.4479,Hydro,-186.162,NY
94.6,34.9833,-79.8775,Oil,72.342,NC
1.3,42.6998,-114.8226,Hydro,3.347,ID
75,42.9138,-115.071,Hydro,287.612,ID
4.6,41.1756,-71.5711,Oil,12.56,RI
30,41.1147,-71.5211,Wind,6.313,RI
8.5,40.7031,-92.4253,Gas,0.103,IA
6.8,43.866,-93.0504,Oil,0.254,MN
10.2,37.042,-113.6267,Oil,0.022,UT
24,41.7065,-77.0818,Gas,2.835,PA
100,43.0789,-89.3744,Gas,0,WI
1.3,43.6558,-94.1564,Wind,3.286,MN
1.3,43.6558,-94.1536,Wind,3.216,MN
85,34.8508,-98.5773,Wind,254.212,OK
151,34.8661,-98.6056,Wind,529.086,OK
99,34.8217,-98.4525,Wind,365.241,OK
100,34.9104,-98.5599,Wind,409.65,OK
302,40.9315,-84.5618,Wind,810.707,OH
11,43.6375,-94.1017,Oil,0.032,MN
559.4,44.7855,-93.4315,Gas,197.508002,MN
15.9,57.0516,-135.2297,Hydro,69.018,AK
13.8,40.8786,-123.9942,Waste,0.05,CA
3.9,44.7964,-93.4296,Solar,0,MN
86.4,38.4532,-107.3375,Hydro,252.915,CO
3.2,38.1739,-113.2972,Biomass,2.036,UT
23.5,34.8839,-84.2822,Hydro,27.71,GA
1.6,37.7411,-83.9889,Waste,8.126,KY
6.4,39.9619,-77.5611,Waste,50.119,PA
145.2,43.8794,-88.2708,Wind,333.469,WI
1.3,36.9078,-105.9853,Solar,3.246,NM
397.8,39.7479,-104.6814,Gas,181.944996,CO
135.4,34.29,-99.3647,Wind,455.74,TX
115,39.0919,-94.3261,Gas,0,MO
3.2,42.9158,-82.5945,Waste,24.366,MI
13.9,29.3042,-98.4003,Solar,23.182,TX
1.3,42.2255,-71.6627,Solar,1.88,MA
5,35.3139,-78.1542,Solar,9.215,NC
624,38.3902,-85.4133,Gas,52.268,KY
56.7,40.1006,-94.4869,Wind,121.05,MO
198,36.5522,-100.5876,Wind,13.474,OK
67,36.7166,-108.2153,Gas,422.722,NM
44.8,38.4889,-112.8533,Geothermal,256.918,UT
591,33.6157,-114.6865,Gas,862.724,AZ
109.8,33.68,-114.742,Solar,211.331,AZ
131.2,33.68,-114.73,Solar,101.51,AZ
642.2,45.6932,-119.8088,Coal,1903.05198,OR
3.1,42.2086,-72.6014,Hydro,11.197,MA
150,33.4931,-98.5819,Wind,393.846,TX
2,44.05,-96.0933,Wind,5.494,MN
58.5,48.6067,-93.4066,Biomass,332.421002,MN
18,31.4894,-87.8989,Gas,124.311797,AL
3.3,43.5377,-116.0938,Hydro,8.849,ID
1.2,34.5644,-117.6933,Solar,3.778,CA
8.8,44.3594,-72.8167,Hydro,18.132,VT
5,36.4216,-78.1323,Solar,9.114,NC
4.9,42.4497,-71.6431,Solar,8.008,MA
1.1,44.1706,-72.0994,Hydro,3.981,VT
499.5,40.0864,-109.2844,Coal,3063.496997,UT
2,37.9586,-100.8361,Gas,4.814,KS
1162,45.6441,-121.941,Hydro,4625.436,OR
7.2,43.6877,-70.6116,Hydro,39.288,ME
50,33.053,-111.34,Solar,12.278,AZ
6,36.1438,-97.0681,Oil,0.02,OK
105.9,36.4403,-82.4381,Hydro,117.98,TN
22.9,42.6525,-71.3224,Hydro,63.146,MA
6.8,40.0389,-74.7766,Solar,11.388,NJ
150,48.9647,-99.6139,Wind,622.257,ND
12,35.5881,-118.5248,Hydro,-0.218,CA
37.5,35.6647,-101.4354,Gas,57.172,TX
1.5,33.2701,-116.3496,Storage,-0.111,CA
1.1,41.1153,-87.2328,Biomass,7.804,IN
5,36.0081,-77.81,Solar,9.096,NC
807,31.8594,-97.3586,Gas,4586.572,TX
1,35.3619,-81.8344,Oil,-0.032,NC
1.1,42.2933,-71.0339,Solar,1.603,MA
55,38.8348,-122.7677,Geothermal,0,CA
4.2,37.9858,-111.4383,Hydro,25.577,UT
5,40.0047,-105.3325,Hydro,12.119,CO
3,40.0111,-105.3347,Hydro,7.05,CO
3.5,40.0111,-105.3347,Hydro,7.05,CO
3.3,39.9913,-105.5,Hydro,9.058,CO
24.6,47.6972,-117.1472,Gas,18.358,WA
100,35.348,-114.97,Solar,10.74,NV
15.6,32.0411,-81.145,Oil,0.005,GA
1118.6,48.9871,-117.3478,Hydro,3884.516,WA
30.4,40.8869,-111.8853,Gas,0,UT
2.9,42.1779,-71.4546,Solar,3.705,MA
63.2,35.2964,-84.7569,Biomass,0,TN
3498.6,34.1256,-84.9222,Coal,15831.22644,GA
23.8,33.7189,-117.7022,Waste,107.803,CA
1242,41.2044,-73.9689,Gas,1386.146029,NY
8.8,41.3822,-83.6113,Oil,0.004,OH
49.5,41.3974,-83.6412,Gas,2.622,OH
32,41.3884,-83.6402,Gas,0,OH
7.2,41.3786,-83.7383,Wind,10.892,OH
3.6,39.4484,-120.6534,Hydro,14.7,CA
90,48.7809,-117.4183,Hydro,487.406,WA
5,41.2792,-122.3292,Hydro,23.912,CA
1.4,34.4555,-82.1993,Hydro,2.295,SC
10.2,37.1936,-77.4672,Oil,0.094,VA
15,43.4179,-108.1775,Hydro,67.474,WY
5.8,41.9271,-72.6831,Gas,14.299,CT
126,59.7786,-150.9401,Hydro,430.509,AK
5,36.2606,-77.0764,Solar,5.456,NC
32.9,39.796,-119.01,Geothermal,53.387,NV
150,46.6115,-102.7882,Wind,18.567,ND
150,46.6465,-102.7651,Wind,94.87,ND
2449.8,41.2435,-88.2286,Nuclear,19849.269,IL
2.9,46.3758,-94.1817,Hydro,20.116,MN
2.7,41.7517,-70.9669,Solar,4.564,MA
1707.3,31.395,-92.7167,Petcoke,6042.62608,LA
1370,39.18,-76.5389,Coal,0,MD
21,33.5853,-101.8861,Gas,23.482,TX
783.1,30.3206,-81.9472,Gas,0,FL
288.8,38.6681,-76.8678,Gas,1353.186009,MD
21.8,41.2925,-72.7942,Oil,0,CT
2.9,37.2208,-77.5245,Hydro,10.565,VA
3.6,45.6603,-69.8122,Hydro,17.404,ME
160,32.9479,-101.1478,Wind,461.962,TX
35.7,33.932,-117.8402,Waste,249.61301,CA
98.8,36.4769,-97.6856,Wind,449.761,OK
16.9,38.6075,-89.5245,Oil,0.447,IL
1.3,44.3197,-96.3317,Wind,1.524,MN
1.3,44.3144,-96.3317,Wind,1.534,MN
254.2,37.7089,-78.2878,Gas,0,VA
5.4,43.1764,-83.848,Waste,43.988,MI
47,40.7871,-73.2934,Gas,52.143,NY
1,40.7814,-73.2439,Solar,0.119,NY
1.1,65.3317,-166.4795,Oil,1.137,
1,41.7456,-70.1031,Solar,1.58,MA
1.5,40.1894,-74.1545,Solar,2.594,NJ
5.2,41.3628,-72.0825,Oil,0.681,CT
1.2,39.7875,-75.3508,Solar,1.958,NJ
520,41.1692,-73.1844,Gas,3672.186,CT
16.6,41.1681,-73.2111,Gas,88.642,CT
10.4,33.1958,-97.8025,Gas,56.75572,TX
418.6,41.1706,-73.1844,Coal,0,CT
27.7,35.7428,-81.8372,Hydro,48.345,NC
1.2,41.6292,-84.6694,Biomass,2.763,OH
20,43.7155,-71.6585,Waste,123.194003,NH
2.3,41.9641,-70.9719,Solar,3.76,MA
1.8,41.5016,-111.9934,Hydro,6.02,UT
1.8,39.9825,-104.9408,Solar,3.56,CO
150,34.4323,-101.2372,Wind,480.691,TX
5.6,40.3247,-74.7078,Gas,32.879,NJ
10.5,40.4757,-74.4462,Gas,59.249,NJ
7.7,41.4836,-72.7564,Gas,23.802,CT
5.4,36.6019,-82.1431,Waste,3.27,VA
11,40.6696,-76.3807,Waste,57.836,PA
985,35.0786,-81.575,Gas,1256.982041,SC
4.2,38.6183,-121.0564,Gas,12.618,CA
9.9,34.7281,-103.305,Wind,38.823,NM
9.9,34.7469,-103.325,Wind,38.695,NM
9.7,46.1206,-111.4077,Hydro,48.339,MT
141.9,37.9691,-87.6049,Gas,0,IN
5,34.3093,-78.8314,Solar,9.661,NC
3,42.4814,-71.7169,Solar,5.303,MA
8.7,41.4031,-99.6392,Gas,0.03,NE
100,34.1388,-94.6845,Hydro,195.621,OK
73.1,41.3239,-99.3231,Wind,333.041,NE
79.9,41.4547,-99.5681,Wind,312.276,NE
3.6,40.8441,-73.8769,Gas,0,NY
74.8,43.7578,-83.2978,Wind,260.607,MI
11.8,43.3085,-73.6366,Hydro,49.055,NY
2,42.2561,-72.0679,Solar,3.477,MA
102,35.0083,-118.2414,Wind,286.428,CA
2.3,41.7278,-92.4479,Oil,0.005,IA
2,41.7394,-92.4394,Oil,0.008,IA
322,40.6994,-73.9764,Gas,2088.986996,NY
1,41.9876,-71.584,Solar,0,RI
3.1,39.6689,-75.7161,Gas,22.134,DE
4.7,40.7761,-82.5686,Gas,4.60208,OH
1.5,39.9733,-90.6992,Wind,2.983,IL
2.7,38.8249,-76.7731,Waste,0,MD
4,38.8476,-76.7859,Waste,4.538,MD
1.4,42.2008,-72.3222,Solar,1.74,MA
585.4,44.8367,-116.8975,Hydro,2013.316,OR
16,44.2114,-75.0594,Hydro,43.646,NY
3494,34.7042,-87.1189,Nuclear,26214.623,AL
460,35.5438,-89.198,Gas,498.836,TN
4,38.664,-75.4005,Solar,7.18,DE
5.3,45.9472,-88.2189,Hydro,16.679,WI
1624.2,40.0961,-76.6962,Gas,3267.176008,PA
365.4,40.4649,-80.0438,Gas,52.25,PA
72.2,31.1754,-81.5216,Biomass,456.213783,GA
1472.2,36.765,-77.7139,Gas,5895.472,VA
19.6,43.9205,-69.9678,Hydro,78.718,ME
10.5,36.7639,-77.8108,Waste,53.448,VA
2003.2,33.9597,-78.0114,Nuclear,15388.747,NC
297.2,40.2415,-103.631,Gas,31.792,CO
39.3,41.4718,-84.5431,Gas,2.211,OH
22,30.6474,-96.3723,Gas,0,TX
10.8,41.4609,-84.527,Oil,0.626,OH
10,29.6,-104.3,Solar,25.624,TX
2.1,41.4764,-84.5861,Solar,2.52,OH
4.4,41.8396,-86.3511,Hydro,17.256,MI
54.9,30.7507,-98.4176,Hydro,45.024,TX
88,37.1753,-81.9614,Gas,233.782,VA
697.9,35.7133,-80.3767,Gas,0,NC
8.4,36.8082,-80.9387,Hydro,36.979,VA
69.4,30.0688,-83.5253,Biomass,334.629755,FL
3.3,33.4192,-112.5761,Solar,7.398,AZ
205.7,39.0039,-99.4142,Wind,820.019,KS
3,38.0233,-112.7317,Solar,5.729,UT
5.9,40.955,-76.8788,Gas,34.512,PA
66,39.9106,-121.3277,Hydro,260.393,CA
282.8,44.5738,-68.8046,Gas,9.244,ME
4,35.5419,-80.3633,Solar,7.022,NC
22.5,38.2778,-120.9136,Waste,17.414,CA
38,37.805,-121.6672,Wind,94.98,CA
18.9,36.7767,-99.6353,Wind,60.798,OK
18,44.5082,-109.1707,Hydro,53.641,WY
1.5,43.3858,-92.7594,Wind,6.149,IA
249.8,37.6208,-101.0761,Wind,919.201,KS
232.5,32.3182,-100.177,Wind,673.377,TX
170.2,32.2878,-100.1,Wind,464.68,TX
120.6,32.3116,-100.0616,Wind,349.474,TX
1.8,36.121,-84.3387,Wind,0,TN
27,36.1271,-84.3442,Wind,37.747,TN
50.4,44.4328,-96.4779,Wind,158.762,MN
210,44.5281,-96.6267,Wind,622.243,SD
131.2,34.1623,-84.0774,Hydro,198.677,GA
1,33.9129,-118.0419,Solar,0.057,CA
1.3,33.9144,-118.0502,Solar,0.071,CA
1.2,33.9129,-118.0506,Solar,0.086,CA
180,32.929,-101.5786,Wind,343.443,TX
34.5,44.7231,-68.2425,Wind,110.643,ME
950,36.0211,-84.1567,Coal,1967.008013,TN
340,36.3635,-92.5763,Hydro,875.676,AR
2,33.4898,-80.8703,Gas,-0.008,SC
1.5,41.2258,-94.4406,Wind,5.747,IA
7.2,41.659,-73.492,Hydro,18.677,CT
2,40.8465,-84.9333,Gas,0,IN
3.5,41.1546,-87.8548,Gas,24.892,IL
5,35.3086,-78.7743,Solar,0.154,NC
20.7,29.3591,-89.5373,Gas,0,LA
75,44.4719,-71.1753,Waste,525.128003,NH
21.3,42.4903,-113.9266,Wind,56.379,ID
4,38.7551,-95.8368,Gas,0.0098,KS
129.4,39.3561,-102.2431,Oil,1.533,CO
290.8,40.7412,-91.1167,Coal,1121.694007,IL
11.4,38.1934,-95.75,Gas,0.11956,KS
25.5,44.4814,-73.2239,Oil,0.491,VT
3,40.8579,-121.7225,Hydro,7.147,CA
31,40.8797,-121.7203,Waste,209.591999,CA
6,34.7939,-83.5406,Hydro,16.586,GA
3.9,41.7803,-99.1361,Oil,0.024,NE
29,37.8011,-104.4919,Wind,95.452,CO
10.8,40.5486,-90.5138,Oil,0.051,IL
12.3,38.2644,-94.3444,Oil,0.05488,MO
1.2,29.6231,-82.38,Solar,2.287,FL
54,43.4003,-88.4811,Wind,144.624,WI
20,32.5755,-84.3165,Solar,43.088,GA
2.8,38.27,-94.35,Solar,4.699,MO
103,32.5619,-84.2758,Solar,10.481,GA
303.4,35.0986,-78.8294,Gas,5.544,NC
40,40.1757,-121.1907,Hydro,76.608,CA
3.5,39.6481,-121.6442,Solar,5.092,CA
5,45.7017,-119.4222,Wind,11.626,OR
15,35.2672,-75.5347,Oil,-0.006,NC
15,34.1697,-81.9025,Hydro,25.752,SC
2.5,44.5119,-92.9394,Hydro,15.568,MN
21.6,36.7858,-80.9333,Hydro,42.097,VA
9.9,42.5609,-114.0575,Hydro,26.263,ID
1.4,43.6575,-88.4381,Wind,2.283,WI
2449.8,42.0742,-89.2819,Nuclear,19600.248,IL
890.4,28.0801,-81.9229,Gas,3151.588048,FL
12.2,30.3885,-84.6466,Hydro,20.819,FL
82.8,42.9449,-115.9779,Hydro,376.793,ID
28,32.6947,-117.1436,Gas,88.98,CA
230,32.2732,-101.4224,Gas,182.293,TX
142.8,40.9228,-98.3269,Gas,-0.476,NE
20.1,44.2591,-85.9396,Hydro,63.254,MI
8,38.0572,-122.2189,Other,43.07,CA
1.1,42.1658,-121.685,Hydro,2.539,OR
1.3,40.2142,-77.2061,Solar,0.00099,PA
5.2,34.8229,-78.6243,Solar,7.303,NC
2.5,35.6744,-78.5261,Solar,4.143,NC
2.4,34.145,-118.3908,Gas,9.496,CA
1.6,34.075,-118.36,Solar,2.553,CA
12,36.3587,-114.8748,Waste,29.633,NV
23.4,39.7631,-86.1667,Gas,0,IN
1.6,39.2525,-76.735,Solar,3.058,MD
1.7,40.57,-98.334,Wind,0.143,NE
3.5,37.9978,-122.0697,Gas,19.35108,CA
1.5,39.9231,-75.1275,Solar,2.419,NJ
3.6,41.6914,-72.7686,Gas,0,CT
1.4,41.6919,-72.7611,Gas,7.496,CT
1.2,36.1372,-120.2244,Solar,3.766,CA
45.5,33.1779,-115.565,Geothermal,298.724,CA
11.5,33.1669,-115.5114,Geothermal,79.721,CA
20,35.8563,-119.0684,Solar,2.193,CA
20,35.8442,-119.0681,Solar,1.978,CA
15,35.8454,-119.057,Solar,1.396,CA
20,35.8504,-119.027,Solar,1.652,CA
2,42.1756,-72.7552,Solar,1.062,MA
1.2,39.9419,-75.0262,Solar,1.768,NJ
2.4,42.4419,-71.7222,Solar,3.411,MA
1.1,39.6809,-77.7271,Solar,1.714,MD
25,32.9041,-90.3781,Gas,150.787,MS
310,28.6503,-96.5397,Gas,615.061,TX
2,43.9931,-96.2186,Wind,0,MN
107.8,43.8861,-75.4342,Gas,0,NY
102.7,43.0664,-76.2144,Gas,0,NY
3,41.6588,-87.5777,Waste,21.376,IL
20,36.1381,-119.5647,Solar,53.664,CA
46,29.9327,-89.9782,Cogeneration,0,LA
1.6,33.9256,-83.2639,Waste,8.131,GA
1.6,35.5119,-78.4338,Waste,12.158,NC
5,40.624,-74.634,Gas,24.90474,NJ
75,30.1826,-93.3234,Gas,231.36731,LA
0.4,41.5528,-72.625,Gas,1.835,CT
10,35.7881,-114.9933,Solar,19.061,NV
48,35.7814,-114.9933,Solar,98.291,NV
2.5,41.5706,-72.1586,Solar,0.061,CT
4.3,41.5769,-72.1046,Solar,0,CT
4.3,41.3813,-72.0769,Solar,0,CT
1.5,41.5383,-72.1225,Solar,0,CT
3.2,38.5158,-76.0192,Solar,6.377,MD
13,33.7592,-84.395,Oil,0.147,GA
1.6,36.4386,-80.5683,Waste,7.001,NC
415.8,39.3236,-76.3651,Coal,357.467998,MD
67.5,36.435,-78.9619,Waste,317.530997,NC
135,33.9444,-78.0118,Waste,514.950007,NC
1,29.378,-98.2692,Solar,0.684,TX
746,38.5686,-76.8919,Gas,3.784,MD
1,34.9895,-84.1662,Solar,1.485,GA
1.3,37.9219,-121.7556,Solar,2.167,CA
1.1,37.9697,-121.7194,Solar,1.661,CA
4.2,41.1603,-87.8542,Gas,30.135,IL
11.2,26.288,-80.1665,Waste,0,FL
1.4,37.6589,-122.0594,Gas,3.666,CA
1,36.8098,-119.7417,Solar,1.445,CA
2,34.2433,-118.5306,Gas,7.05474,CA
1,38.3061,-104.58,Solar,1.799,CO
31.1,34.162,-119.0479,Gas,170.798,CA
1.9,33.8791,-117.8887,Solar,0.017,CA
1,33.8791,-117.8887,Solar,0.014,CA
8.5,33.8806,-117.8866,Gas,32.163,CA
90,41.7505,-72.653,Waste,0,CT
4.6,35.0583,-118.3083,Wind,10.62,CA
1.8,39.7419,-83.8169,Solar,2.783,OH
39.7,33.915,-116.7103,Wind,57.869,CA
41,33.9172,-116.735,Wind,116.855,CA
300,39.6551,-105.7088,Hydro,-179.267,CO
265.2,48.0844,-116.0531,Hydro,1075.975,MT
61.8,42.5875,-72.5793,Hydro,245.978,MA
2.6,42.2,-72.61,Hydro,4.915,MA
44,44.2617,-85.4352,Waste,137.132001,MI
1.6,44.5776,-72.6119,Hydro,2.336,VT
5.5,44.695,-73.6219,Hydro,23.94,NY
348.9,40.8142,-72.9403,Gas,2531.726999,NY
60.5,32.5624,-116.9439,Gas,11.404,CA
58.9,33.1219,-117.1174,Gas,12.176,CA
60.5,36.6529,-120.5806,Gas,17.941,CA
60.5,38.3989,-121.924,Gas,13.758,CA
5,36.7575,-120.3658,Solar,9.358,CA
13.8,34.1511,-118.7236,Waste,34.529,CA
358.8,30.1608,-93.345,Gas,423.094,LA
156.6,35.4923,-83.9806,Hydro,397.349,TN
6.4,45.3569,-88.2306,Hydro,17.8,WI
801,33.6464,-88.2717,Gas,4773.396,MS
748,33.5883,-85.9731,Gas,195.124996,AL
13,34.1385,-118.1256,Gas,80.571,CA
1,38.0011,-121.7039,Solar,2.193,CA
217,40.2117,-87.8783,Wind,732.885,IL
1.4,34.1858,-117.3242,Gas,6.71,CA
249.8,35.3237,-119.9166,Solar,679.796,CA
20,33.1658,-115.5322,Solar,45.14,CA
176.4,38.7879,-122.7434,Geothermal,557.649,CA
114,32.3039,-100.0217,Wind,361.902,TX
1235.8,38.7589,-91.7788,Nuclear,9430.179,MO
4.1,39.4636,-75.0667,Solar,5.605,NJ
1.1,34.1358,-118.1267,Biomass,0.008,CA
312.8,41.6835,-87.5563,Gas,20.164,IL
26.7,37.0483,-88.3539,Gas,222.64032,KY
1828.7,38.4344,-76.4417,Nuclear,14760.177,MD
3.9,40.9211,-72.7437,Solar,5.162,NY
10.8,38.2268,-121.0245,Hydro,16.549,CA
98,40.4742,-78.7014,Coal,684.821004,PA
4,40.2862,-100.1768,Oil,0.023,NE
194.2,45.601,-93.2081,Gas,44.337,MN
157,39.9175,-75.1192,Gas,0,NJ
35,39.9092,-75.1169,Waste,0,NJ
30,34.2338,-80.6558,Gas,0,SC
1.5,41.9253,-70.64,Wind,3.083,MA
59.6,35.075,-118.3158,Wind,173.868,CA
165,26.1953,-97.4661,Wind,498.952,TX
16,31.1839,-84.1319,Solar,31.67,GA
157.8,38.8288,-120.5371,Hydro,404.004,CA
7.2,39.0488,-121.317,Hydro,27.711,CA
150,41.0906,-89.6398,Wind,405.676,IL
12.8,34.7257,-77.3503,Solar,23.652,NC
22.5,42.8119,-115.0489,Wind,69.005,ID
2.4,32.9647,-84.5439,Solar,4.881,GA
97.8,45.7533,-100.275,Wind,408.631,SD
99,43.0145,-105.999,Wind,332.386,WY
113,21.3025,-158.1017,Other,0,HI
1.3,40.2992,-98.7331,Oil,0,NE
147.4,32.7533,-115.7264,Solar,362.327,CA
7.5,35.5331,-98.1011,Oil,0.66052,OK
1.1,44.9993,-71.5302,Hydro,5.365,VT
